sep=,
"Time","x_Acc","y_Acc","z_Acc"
2022-04-02 18:32:39,24.4 mg,4.2 mg,1032.5 mg
2022-04-02 18:32:40,5.3 mg,16.5 mg,1036.9 mg
2022-04-02 18:32:41,15.3 mg,63.9 mg,986.8 mg
2022-04-02 18:32:42,50.4 mg,52.4 mg,1013.8 mg
2022-04-02 18:32:43,-55.1 mg,-0.1 mg,1021.0 mg
2022-04-02 18:32:44,-1.1 mg,57.9 mg,1046.2 mg
2022-04-02 18:32:45,18.5 mg,30.4 mg,1036.3 mg
2022-04-02 18:32:46,31.0 mg,34.1 mg,990.5 mg
2022-04-02 18:32:47,-43.5 mg,6.1 mg,985.0 mg
2022-04-02 18:32:48,-8.4 mg,17.2 mg,1044.9 mg
2022-04-02 18:32:49,35.4 mg,50.0 mg,1006.7 mg
2022-04-02 18:32:50,6.5 mg,-28.2 mg,1063.0 mg
2022-04-02 18:32:51,21.1 mg,59.1 mg,935.1 mg
2022-04-02 18:32:52,-0.1 mg,5.2 mg,1043.7 mg
2022-04-02 18:32:53,11.7 mg,47.2 mg,961.9 mg
2022-04-02 18:32:54,-23.8 mg,8.2 mg,986.3 mg
2022-04-02 18:32:55,-4.9 mg,5.1 mg,1043.0 mg
2022-04-02 18:32:56,25.7 mg,35.1 mg,962.4 mg
2022-04-02 18:32:57,28.4 mg,11.7 mg,988.2 mg
2022-04-02 18:32:58,25.6 mg,44.8 mg,991.5 mg
2022-04-02 18:32:59,25.8 mg,11.4 mg,1061.8 mg
2022-04-02 18:33:00,-36.5 mg,17.7 mg,1025.2 mg
2022-04-02 18:33:01,-20.1 mg,22.3 mg,989.6 mg
2022-04-02 18:33:02,-12.9 mg,21.8 mg,1067.2 mg
2022-04-02 18:33:03,31.7 mg,28.0 mg,996.1 mg
2022-04-02 18:33:04,21.1 mg,-3.9 mg,1052.1 mg
2022-04-02 18:33:05,24.0 mg,5.1 mg,1029.0 mg
2022-04-02 18:33:06,9.9 mg,81.6 mg,970.9 mg
2022-04-02 18:33:07,0.4 mg,17.3 mg,1009.2 mg
2022-04-02 18:33:08,12.5 mg,-5.8 mg,1067.7 mg
2022-04-02 18:33:09,36.1 mg,45.1 mg,1007.2 mg
2022-04-02 18:33:10,7.9 mg,23.2 mg,1041.7 mg
2022-04-02 18:33:11,-22.9 mg,42.8 mg,1007.4 mg
2022-04-02 18:33:12,-36.0 mg,-0.1 mg,1015.8 mg
2022-04-02 18:33:13,-39.5 mg,3.2 mg,979.9 mg
2022-04-02 18:33:14,-22.5 mg,19.1 mg,1023.6 mg
2022-04-02 18:33:15,-0.4 mg,22.1 mg,1026.5 mg
2022-04-02 18:33:16,21.8 mg,41.4 mg,1013.3 mg
2022-04-02 18:33:17,12.2 mg,33.6 mg,1039.9 mg
2022-04-02 18:33:18,14.9 mg,10.5 mg,1037.1 mg
2022-04-02 18:33:19,36.0 mg,14.9 mg,1020.7 mg
2022-04-02 18:33:20,74.1 mg,-5.5 mg,1084.4 mg
2022-04-02 18:33:21,-5.1 mg,47.1 mg,1056.2 mg
2022-04-02 18:33:22,10.6 mg,0.4 mg,1044.0 mg
2022-04-02 18:33:23,17.1 mg,0.2 mg,1049.1 mg
2022-04-02 18:33:24,-1.4 mg,31.2 mg,1042.8 mg
2022-04-02 18:33:25,-7.3 mg,18.3 mg,1001.3 mg
2022-04-02 18:33:26,26.9 mg,24.3 mg,1030.9 mg
2022-04-02 18:33:27,27.8 mg,15.5 mg,1031.9 mg
2022-04-02 18:33:28,10.7 mg,37.4 mg,1020.7 mg
2022-04-02 18:33:29,37.9 mg,52.8 mg,1018.1 mg
2022-04-02 18:33:30,-9.5 mg,18.2 mg,1048.2 mg
2022-04-02 18:33:31,9.9 mg,7.8 mg,1056.8 mg
2022-04-02 18:33:32,-48.1 mg,41.9 mg,1025.8 mg
2022-04-02 18:33:33,-0.4 mg,56.7 mg,973.9 mg
2022-04-02 18:33:34,-6.5 mg,17.9 mg,993.6 mg
2022-04-02 18:33:35,18.6 mg,58.3 mg,970.1 mg
2022-04-02 18:33:36,-1.5 mg,24.0 mg,1041.6 mg
2022-04-02 18:33:37,-7.1 mg,34.7 mg,1015.8 mg
2022-04-02 18:33:38,31.2 mg,50.9 mg,1044.4 mg
2022-04-02 18:33:39,20.1 mg,14.7 mg,1026.3 mg
2022-04-02 18:33:40,-3.4 mg,92.7 mg,1005.8 mg
2022-04-02 18:33:41,28.4 mg,24.4 mg,1018.2 mg
2022-04-02 18:33:42,52.2 mg,-1.9 mg,1052.6 mg
2022-04-02 18:33:43,-13.9 mg,-33.6 mg,1094.4 mg
2022-04-02 18:33:44,19.8 mg,48.8 mg,1032.8 mg
2022-04-02 18:33:45,36.7 mg,4.4 mg,1050.8 mg
2022-04-02 18:33:46,-18.4 mg,51.2 mg,998.3 mg
2022-04-02 18:33:47,17.8 mg,6.1 mg,1023.4 mg
2022-04-02 18:33:48,-23.4 mg,31.4 mg,1011.6 mg
2022-04-02 18:33:49,23.4 mg,40.3 mg,985.3 mg
2022-04-02 18:33:50,3.1 mg,-11.4 mg,1075.3 mg
2022-04-02 18:33:51,10.8 mg,15.5 mg,1078.8 mg
2022-04-02 18:33:52,6.2 mg,13.7 mg,1034.7 mg
2022-04-02 18:33:53,21.6 mg,-28.3 mg,1117.1 mg
2022-04-02 18:33:54,55.9 mg,30.0 mg,985.3 mg
2022-04-02 18:33:55,22.8 mg,71.2 mg,972.6 mg
2022-04-02 18:33:56,13.8 mg,-3.6 mg,985.5 mg
2022-04-02 18:33:57,39.9 mg,30.9 mg,977.8 mg
2022-04-02 18:33:58,24.4 mg,8.8 mg,1025.6 mg
2022-04-02 18:33:59,-13.7 mg,46.9 mg,1048.5 mg
2022-04-02 18:34:00,57.4 mg,9.9 mg,1058.1 mg
2022-04-02 18:34:01,-5.4 mg,83.8 mg,948.5 mg
2022-04-02 18:34:02,12.2 mg,54.5 mg,1017.9 mg
2022-04-02 18:34:03,-21.4 mg,58.0 mg,1026.0 mg
2022-04-02 18:34:04,17.0 mg,-4.8 mg,1040.3 mg
2022-04-02 18:34:05,14.5 mg,26.3 mg,1022.7 mg
2022-04-02 18:34:06,8.7 mg,23.4 mg,986.9 mg
2022-04-02 18:34:07,22.9 mg,26.5 mg,1053.6 mg
2022-04-02 18:34:08,-2.5 mg,0.3 mg,1010.6 mg
2022-04-02 18:34:09,16.5 mg,6.8 mg,1005.3 mg
2022-04-02 18:34:10,28.1 mg,34.1 mg,1035.1 mg
2022-04-02 18:34:11,3.7 mg,35.5 mg,1005.4 mg
2022-04-02 18:34:12,-6.0 mg,5.4 mg,1036.4 mg
2022-04-02 18:34:13,-8.0 mg,23.0 mg,1055.8 mg
2022-04-02 18:34:14,12.3 mg,24.5 mg,1003.6 mg
2022-04-02 18:34:15,18.3 mg,44.4 mg,981.7 mg
2022-04-02 18:34:16,25.0 mg,5.3 mg,1038.1 mg
2022-04-02 18:34:17,13.9 mg,14.4 mg,1015.3 mg
2022-04-02 18:34:18,24.9 mg,-4.5 mg,1041.7 mg
2022-04-02 18:34:19,-26.7 mg,-1.9 mg,1021.7 mg
2022-04-02 18:34:20,25.7 mg,49.8 mg,1023.7 mg
2022-04-02 18:34:21,19.6 mg,17.0 mg,1027.1 mg
2022-04-02 18:34:22,17.4 mg,23.2 mg,1007.6 mg
2022-04-02 18:34:23,37.6 mg,8.1 mg,1029.6 mg
2022-04-02 18:34:24,19.4 mg,16.5 mg,982.4 mg
2022-04-02 18:34:25,9.3 mg,17.5 mg,1020.1 mg
2022-04-02 18:34:26,31.7 mg,38.8 mg,1050.4 mg
2022-04-02 18:34:27,-5.0 mg,-1.9 mg,1004.3 mg
2022-04-02 18:34:28,3.6 mg,37.7 mg,1000.0 mg
2022-04-02 18:34:29,16.2 mg,40.0 mg,1020.0 mg
2022-04-02 18:34:30,5.0 mg,41.1 mg,1021.4 mg
2022-04-02 18:34:31,1.4 mg,23.5 mg,1065.6 mg
2022-04-02 18:34:32,21.8 mg,17.9 mg,1044.3 mg
2022-04-02 18:34:33,-1.4 mg,24.2 mg,1024.1 mg
2022-04-02 18:34:34,13.8 mg,13.5 mg,1055.3 mg
2022-04-02 18:34:35,40.3 mg,58.7 mg,1016.0 mg
2022-04-02 18:34:36,-4.9 mg,10.6 mg,1011.5 mg
2022-04-02 18:34:37,18.5 mg,18.2 mg,999.1 mg
2022-04-02 18:34:38,30.6 mg,12.5 mg,1010.7 mg
2022-04-02 18:34:39,34.7 mg,15.9 mg,1062.4 mg
2022-04-02 18:34:40,17.4 mg,10.7 mg,1012.1 mg
2022-04-02 18:34:41,9.8 mg,31.2 mg,1037.4 mg
2022-04-02 18:34:42,-9.6 mg,45.1 mg,1025.9 mg
2022-04-02 18:34:43,11.2 mg,13.9 mg,1042.7 mg
2022-04-02 18:34:44,21.4 mg,15.9 mg,1010.5 mg
2022-04-02 18:34:45,11.8 mg,10.3 mg,1034.1 mg
2022-04-02 18:34:46,49.4 mg,14.3 mg,1014.3 mg
2022-04-02 18:34:47,2.9 mg,29.8 mg,1015.9 mg
2022-04-02 18:34:48,6.0 mg,39.6 mg,1002.6 mg
2022-04-02 18:34:49,3.8 mg,9.9 mg,1023.1 mg
2022-04-02 18:34:50,-0.7 mg,25.4 mg,1047.3 mg
2022-04-02 18:34:51,-17.3 mg,31.3 mg,1008.7 mg
2022-04-02 18:34:52,7.2 mg,37.3 mg,1031.2 mg
2022-04-02 18:34:53,1.3 mg,8.9 mg,1048.2 mg
2022-04-02 18:34:54,0.5 mg,8.5 mg,1063.1 mg
2022-04-02 18:34:55,13.8 mg,50.8 mg,1003.1 mg
2022-04-02 18:34:56,20.2 mg,15.6 mg,1053.4 mg
2022-04-02 18:34:57,26.0 mg,74.5 mg,983.8 mg
2022-04-02 18:34:58,0.1 mg,10.1 mg,1008.3 mg
2022-04-02 18:34:59,24.7 mg,36.0 mg,1015.2 mg
2022-04-02 18:35:00,4.1 mg,24.5 mg,1028.0 mg
2022-04-02 18:35:01,-5.1 mg,28.5 mg,1024.9 mg
2022-04-02 18:35:02,22.6 mg,-8.4 mg,1013.6 mg
2022-04-02 18:35:03,-13.0 mg,46.5 mg,1007.3 mg
2022-04-02 18:35:04,-20.3 mg,38.2 mg,1012.6 mg
2022-04-02 18:35:05,12.0 mg,35.1 mg,1001.3 mg
2022-04-02 18:35:06,55.4 mg,73.8 mg,968.7 mg
2022-04-02 18:35:07,3.9 mg,40.9 mg,998.2 mg
2022-04-02 18:35:08,5.4 mg,31.6 mg,1003.6 mg
2022-04-02 18:35:09,17.1 mg,45.4 mg,1025.4 mg
2022-04-02 18:35:10,-5.4 mg,-4.3 mg,1004.6 mg
2022-04-02 18:35:11,-11.8 mg,36.0 mg,1034.8 mg
2022-04-02 18:35:12,9.8 mg,14.1 mg,1045.8 mg
2022-04-02 18:35:13,26.5 mg,17.1 mg,1028.6 mg
2022-04-02 18:35:14,3.2 mg,-0.4 mg,1025.0 mg
2022-04-02 18:35:15,13.0 mg,70.9 mg,998.4 mg
2022-04-02 18:35:16,11.6 mg,-1.5 mg,1040.9 mg
2022-04-02 18:35:17,-4.4 mg,26.6 mg,1010.9 mg
2022-04-02 18:35:18,7.7 mg,38.5 mg,1035.9 mg
2022-04-02 18:35:19,16.8 mg,24.7 mg,1024.5 mg
2022-04-02 18:35:20,12.5 mg,51.9 mg,1020.6 mg
2022-04-02 18:35:21,12.5 mg,39.3 mg,998.3 mg
2022-04-02 18:35:22,21.6 mg,-1.5 mg,1080.6 mg
2022-04-02 18:35:23,18.1 mg,4.3 mg,1004.5 mg
2022-04-02 18:35:24,-0.3 mg,32.0 mg,969.6 mg
2022-04-02 18:35:25,4.9 mg,65.8 mg,1065.6 mg
2022-04-02 18:35:26,-2.6 mg,38.6 mg,1004.6 mg
2022-04-02 18:35:27,8.6 mg,43.9 mg,1022.3 mg
2022-04-02 18:35:28,21.4 mg,27.4 mg,1041.7 mg
2022-04-02 18:35:29,-14.6 mg,20.8 mg,989.9 mg
2022-04-02 18:35:30,5.5 mg,34.9 mg,1020.4 mg
2022-04-02 18:35:31,12.9 mg,47.6 mg,1035.4 mg
2022-04-02 18:35:32,10.6 mg,-5.2 mg,1002.3 mg
2022-04-02 18:35:33,18.5 mg,21.8 mg,1042.7 mg
2022-04-02 18:35:34,6.7 mg,11.5 mg,1017.4 mg
2022-04-02 18:35:35,24.1 mg,27.6 mg,1020.3 mg
2022-04-02 18:35:36,-10.2 mg,35.3 mg,1014.7 mg
2022-04-02 18:35:37,24.6 mg,6.3 mg,1043.5 mg
2022-04-02 18:35:38,0.9 mg,-2.5 mg,1080.8 mg
2022-04-02 18:35:39,14.9 mg,20.3 mg,1005.6 mg
2022-04-02 18:35:40,9.2 mg,26.0 mg,1036.6 mg
2022-04-02 18:35:41,11.2 mg,21.9 mg,1057.3 mg
2022-04-02 18:35:42,14.2 mg,16.8 mg,1057.0 mg
2022-04-02 18:35:43,5.1 mg,19.7 mg,1026.1 mg
2022-04-02 18:35:44,9.0 mg,23.4 mg,1055.0 mg
2022-04-02 18:35:45,-0.3 mg,35.9 mg,1019.0 mg
2022-04-02 18:35:46,29.3 mg,40.9 mg,1029.5 mg
2022-04-02 18:35:47,-2.7 mg,52.1 mg,1010.7 mg
2022-04-02 18:35:48,8.3 mg,15.4 mg,1031.9 mg
2022-04-02 18:35:49,17.9 mg,27.3 mg,988.9 mg
2022-04-02 18:35:50,21.9 mg,41.1 mg,1008.8 mg
2022-04-02 18:35:51,31.6 mg,15.8 mg,1017.8 mg
2022-04-02 18:35:52,0.3 mg,39.4 mg,999.4 mg
2022-04-02 18:35:53,60.5 mg,69.2 mg,1009.6 mg
2022-04-02 18:35:54,65.7 mg,33.7 mg,1055.3 mg
2022-04-02 18:35:55,-6.4 mg,12.8 mg,986.6 mg
2022-04-02 18:35:56,54.2 mg,8.3 mg,1063.0 mg
2022-04-02 18:35:57,4.5 mg,47.1 mg,906.8 mg
2022-04-02 18:35:58,16.1 mg,39.4 mg,981.2 mg
2022-04-02 18:35:59,9.8 mg,32.4 mg,1010.5 mg
2022-04-02 18:36:00,47.5 mg,6.7 mg,1066.7 mg
2022-04-02 18:36:01,-24.3 mg,44.7 mg,989.8 mg
2022-04-02 18:36:02,6.7 mg,17.0 mg,1012.1 mg
2022-04-02 18:36:03,25.7 mg,112.6 mg,959.1 mg
2022-04-02 18:36:04,-33.1 mg,41.0 mg,1066.2 mg
2022-04-02 18:36:05,-1.9 mg,19.6 mg,1024.8 mg
2022-04-02 18:36:06,-1.0 mg,69.7 mg,969.3 mg
2022-04-02 18:36:07,82.2 mg,18.1 mg,1070.2 mg
2022-04-02 18:36:08,23.0 mg,22.9 mg,1006.2 mg
2022-04-02 18:36:09,17.0 mg,32.3 mg,1033.7 mg
2022-04-02 18:36:10,21.0 mg,62.2 mg,1016.1 mg
2022-04-02 18:36:11,-30.2 mg,47.3 mg,1014.7 mg
2022-04-02 18:36:12,41.1 mg,31.6 mg,1020.2 mg
2022-04-02 18:36:13,7.0 mg,-5.8 mg,1001.5 mg
2022-04-02 18:36:14,-5.7 mg,58.5 mg,1014.6 mg
2022-04-02 18:36:15,22.2 mg,31.2 mg,1016.8 mg
2022-04-02 18:36:16,21.2 mg,-14.8 mg,1037.6 mg
2022-04-02 18:36:17,-14.4 mg,5.3 mg,997.4 mg
2022-04-02 18:36:18,-9.4 mg,38.5 mg,1033.8 mg
2022-04-02 18:36:19,-31.9 mg,-17.9 mg,1007.3 mg
2022-04-02 18:36:20,20.0 mg,58.6 mg,1009.4 mg
2022-04-02 18:36:21,6.4 mg,25.7 mg,1056.4 mg
2022-04-02 18:36:22,0.7 mg,22.3 mg,1002.2 mg
2022-04-02 18:36:23,-5.4 mg,30.2 mg,979.8 mg
2022-04-02 18:36:24,2.5 mg,39.4 mg,1015.9 mg
2022-04-02 18:36:25,22.3 mg,38.3 mg,1059.7 mg
2022-04-02 18:36:26,59.3 mg,56.4 mg,1017.8 mg
2022-04-02 18:36:27,32.7 mg,28.3 mg,1011.4 mg
2022-04-02 18:36:28,-5.3 mg,47.4 mg,1006.3 mg
2022-04-02 18:36:29,-14.3 mg,28.3 mg,1017.5 mg
2022-04-02 18:36:30,13.6 mg,28.7 mg,1006.6 mg
2022-04-02 18:36:31,7.2 mg,45.7 mg,1037.9 mg
2022-04-02 18:36:32,-7.4 mg,12.0 mg,1056.9 mg
2022-04-02 18:36:33,29.6 mg,-17.4 mg,1057.2 mg
2022-04-02 18:36:34,-3.5 mg,45.0 mg,1038.3 mg
2022-04-02 18:36:35,6.4 mg,33.3 mg,1005.1 mg
2022-04-02 18:36:36,15.0 mg,24.3 mg,1054.2 mg
2022-04-02 18:36:37,-15.0 mg,-20.8 mg,1041.7 mg
2022-04-02 18:36:38,14.0 mg,19.3 mg,1084.3 mg
2022-04-02 18:36:39,-11.2 mg,40.4 mg,1039.4 mg
2022-04-02 18:36:40,-21.6 mg,44.7 mg,1022.2 mg
2022-04-02 18:36:41,43.3 mg,49.1 mg,996.5 mg
2022-04-02 18:36:42,5.5 mg,49.5 mg,1027.3 mg
2022-04-02 18:36:43,28.3 mg,35.7 mg,1037.8 mg
2022-04-02 18:36:44,37.2 mg,50.4 mg,1031.8 mg
2022-04-02 18:36:45,31.3 mg,-3.6 mg,1031.8 mg
2022-04-02 18:36:46,-2.5 mg,53.0 mg,1039.1 mg
2022-04-02 18:36:47,43.0 mg,51.4 mg,1008.4 mg
2022-04-02 18:36:48,15.5 mg,10.1 mg,1054.6 mg
2022-04-02 18:36:49,-20.6 mg,42.0 mg,1014.0 mg
2022-04-02 18:36:50,-17.8 mg,78.9 mg,989.1 mg
2022-04-02 18:36:51,-22.1 mg,69.3 mg,1026.5 mg
2022-04-02 18:36:52,-22.8 mg,31.9 mg,986.3 mg
2022-04-02 18:36:53,-28.0 mg,-2.7 mg,1017.3 mg
2022-04-02 18:36:54,0.7 mg,14.7 mg,1008.6 mg
2022-04-02 18:36:55,12.4 mg,17.8 mg,1019.8 mg
2022-04-02 18:36:56,-11.9 mg,34.4 mg,988.0 mg
2022-04-02 18:36:57,34.5 mg,50.0 mg,1021.7 mg
2022-04-02 18:36:58,13.5 mg,38.2 mg,1069.2 mg
2022-04-02 18:36:59,-7.4 mg,45.3 mg,1010.4 mg
2022-04-02 18:37:00,5.7 mg,60.8 mg,1014.9 mg
2022-04-02 18:37:01,41.3 mg,80.6 mg,986.0 mg
2022-04-02 18:37:02,9.4 mg,2.2 mg,1045.8 mg
2022-04-02 18:37:03,27.9 mg,17.1 mg,1022.5 mg
2022-04-02 18:37:04,9.2 mg,4.3 mg,1040.7 mg
2022-04-02 18:37:05,27.4 mg,34.1 mg,1024.3 mg
2022-04-02 18:37:06,47.0 mg,22.2 mg,1015.0 mg
2022-04-02 18:37:07,-12.4 mg,27.9 mg,1044.3 mg
2022-04-02 18:37:08,52.7 mg,-16.5 mg,1066.4 mg
2022-04-02 18:37:09,39.4 mg,73.0 mg,1014.8 mg
2022-04-02 18:37:10,-2.8 mg,0.2 mg,993.5 mg
2022-04-02 18:37:11,11.4 mg,35.0 mg,1024.8 mg
2022-04-02 18:37:12,-3.7 mg,31.7 mg,1051.3 mg
2022-04-02 18:37:13,4.1 mg,17.6 mg,1062.3 mg
2022-04-02 18:37:14,-21.0 mg,-2.0 mg,1060.9 mg
2022-04-02 18:37:15,55.7 mg,26.1 mg,1033.2 mg
2022-04-02 18:37:16,2.7 mg,23.8 mg,1035.2 mg
2022-04-02 18:37:17,-7.7 mg,4.7 mg,1020.2 mg
2022-04-02 18:37:18,12.2 mg,6.8 mg,1018.1 mg
2022-04-02 18:37:19,39.9 mg,19.8 mg,1035.7 mg
2022-04-02 18:37:20,24.4 mg,-5.4 mg,1086.1 mg
2022-04-02 18:37:21,-5.0 mg,31.2 mg,1000.0 mg
2022-04-02 18:37:22,21.6 mg,19.8 mg,1014.7 mg
2022-04-02 18:37:23,28.8 mg,34.6 mg,1031.1 mg
2022-04-02 18:37:24,11.1 mg,21.1 mg,1048.2 mg
2022-04-02 18:37:25,6.0 mg,19.5 mg,1017.9 mg
2022-04-02 18:37:26,50.5 mg,7.3 mg,1020.7 mg
2022-04-02 18:37:27,11.6 mg,8.8 mg,1037.8 mg
2022-04-02 18:37:28,9.8 mg,-0.5 mg,1029.3 mg
2022-04-02 18:37:29,29.7 mg,32.9 mg,1009.0 mg
2022-04-02 18:37:30,6.8 mg,33.5 mg,1025.9 mg
2022-04-02 18:37:31,8.2 mg,42.0 mg,1016.2 mg
2022-04-02 18:37:32,38.3 mg,13.6 mg,1022.6 mg
2022-04-02 18:37:33,-29.1 mg,21.5 mg,988.0 mg
2022-04-02 18:37:34,1.3 mg,10.6 mg,1024.3 mg
2022-04-02 18:37:35,24.2 mg,33.9 mg,995.6 mg
2022-04-02 18:37:36,0.8 mg,48.5 mg,1069.8 mg
2022-04-02 18:37:37,38.8 mg,26.0 mg,1011.7 mg
2022-04-02 18:37:38,14.7 mg,35.9 mg,994.6 mg
2022-04-02 18:37:39,9.9 mg,15.6 mg,1022.3 mg
2022-04-02 18:37:40,-3.6 mg,36.9 mg,1003.7 mg
2022-04-02 18:37:41,27.1 mg,32.4 mg,1016.6 mg
2022-04-02 18:37:42,36.5 mg,11.4 mg,1002.2 mg
2022-04-02 18:37:43,12.0 mg,36.6 mg,1046.8 mg
2022-04-02 18:37:44,23.3 mg,35.4 mg,1009.5 mg
2022-04-02 18:37:45,-7.1 mg,21.5 mg,1017.1 mg
2022-04-02 18:37:46,-8.8 mg,11.9 mg,1036.5 mg
2022-04-02 18:37:47,4.4 mg,47.7 mg,986.8 mg
2022-04-02 18:37:48,13.2 mg,31.0 mg,1025.2 mg
2022-04-02 18:37:49,25.8 mg,25.8 mg,1021.6 mg
2022-04-02 18:37:50,-31.4 mg,5.6 mg,996.2 mg
2022-04-02 18:37:51,8.9 mg,32.1 mg,1017.4 mg
2022-04-02 18:37:52,24.0 mg,48.3 mg,996.8 mg
2022-04-02 18:37:53,8.7 mg,19.9 mg,1009.0 mg
2022-04-02 18:37:54,11.4 mg,21.7 mg,1041.0 mg
2022-04-02 18:37:55,41.0 mg,19.1 mg,1005.1 mg
2022-04-02 18:37:56,-7.0 mg,28.8 mg,1006.3 mg
2022-04-02 18:37:57,6.0 mg,59.5 mg,998.2 mg
2022-04-02 18:37:58,2.1 mg,23.9 mg,1014.1 mg
2022-04-02 18:37:59,-10.1 mg,24.8 mg,1005.6 mg
2022-04-02 18:38:00,16.2 mg,10.5 mg,1037.1 mg
2022-04-02 18:38:01,-6.0 mg,37.8 mg,1009.2 mg
2022-04-02 18:38:02,30.4 mg,6.9 mg,1005.6 mg
2022-04-02 18:38:03,2.3 mg,21.2 mg,1039.1 mg
2022-04-02 18:38:04,27.5 mg,4.5 mg,1022.9 mg
2022-04-02 18:38:05,8.9 mg,-1.2 mg,1037.7 mg
2022-04-02 18:38:06,8.3 mg,29.0 mg,1019.8 mg
2022-04-02 18:38:07,23.2 mg,27.9 mg,1022.8 mg
2022-04-02 18:38:08,8.8 mg,40.9 mg,1009.3 mg
2022-04-02 18:38:09,0 mg,24.4 mg,1000.1 mg
2022-04-02 18:38:10,16.8 mg,30.2 mg,1023.5 mg
2022-04-02 18:38:11,30.4 mg,-0.5 mg,986.8 mg
2022-04-02 18:38:12,3.3 mg,84.7 mg,1015.0 mg
2022-04-02 18:38:13,8.5 mg,40.7 mg,1034.3 mg
2022-04-02 18:38:14,4.8 mg,11.6 mg,1018.6 mg
2022-04-02 18:38:15,-30.9 mg,46.7 mg,976.5 mg
2022-04-02 18:38:16,19.2 mg,12.9 mg,1001.6 mg
2022-04-02 18:38:17,-7.3 mg,34.1 mg,1017.4 mg
2022-04-02 18:38:18,7.0 mg,13.9 mg,1009.1 mg
2022-04-02 18:38:19,23.1 mg,0.6 mg,1012.5 mg
2022-04-02 18:38:20,19.9 mg,45.4 mg,1017.5 mg
2022-04-02 18:38:21,20.3 mg,3.9 mg,1004.2 mg
2022-04-02 18:38:22,47.6 mg,-25.2 mg,1081.4 mg
2022-04-02 18:38:23,-8.0 mg,22.5 mg,1029.9 mg
2022-04-02 18:38:24,8.6 mg,5.9 mg,1031.9 mg
2022-04-02 18:38:25,16.9 mg,28.8 mg,1011.5 mg
2022-04-02 18:38:26,34.5 mg,15.8 mg,1015.3 mg
2022-04-02 18:38:27,24.1 mg,44.6 mg,1032.0 mg
2022-04-02 18:38:28,19.3 mg,-10.0 mg,1030.6 mg
2022-04-02 18:38:29,-23.5 mg,1.0 mg,1028.2 mg
2022-04-02 18:38:30,1.0 mg,29.5 mg,1010.1 mg
2022-04-02 18:38:31,4.9 mg,24.1 mg,1041.7 mg
2022-04-02 18:38:32,0.5 mg,24.1 mg,1050.9 mg
2022-04-02 18:38:33,-25.8 mg,-15.4 mg,1003.7 mg
2022-04-02 18:38:34,32.4 mg,71.7 mg,980.1 mg
2022-04-02 18:38:35,26.4 mg,23.6 mg,1044.3 mg
2022-04-02 18:38:36,16.4 mg,10.1 mg,1030.9 mg
2022-04-02 18:38:37,68.9 mg,69.0 mg,1019.2 mg
2022-04-02 18:38:38,-12.4 mg,27.9 mg,1009.8 mg
2022-04-02 18:38:39,12.6 mg,9.6 mg,1037.5 mg
2022-04-02 18:38:40,22.1 mg,10.8 mg,1075.3 mg
2022-04-02 18:38:41,19.4 mg,31.6 mg,1044.9 mg
2022-04-02 18:38:42,5.6 mg,-9.2 mg,1035.8 mg
2022-04-02 18:38:43,36.8 mg,13.1 mg,1020.0 mg
2022-04-02 18:38:44,13.2 mg,-0.5 mg,1026.4 mg
2022-04-02 18:38:45,-4.0 mg,11.6 mg,1001.9 mg
2022-04-02 18:38:46,10.5 mg,23.3 mg,1035.4 mg
2022-04-02 18:38:47,6.4 mg,46.7 mg,1071.7 mg
2022-04-02 18:38:48,-6.0 mg,35.3 mg,1020.4 mg
2022-04-02 18:38:49,28.4 mg,7.3 mg,1011.9 mg
2022-04-02 18:38:50,-8.4 mg,66.2 mg,1032.5 mg
2022-04-02 18:38:51,5.1 mg,17.3 mg,1024.2 mg
2022-04-02 18:38:52,1.7 mg,10.3 mg,1023.7 mg
2022-04-02 18:38:53,27.8 mg,12.8 mg,1050.7 mg
2022-04-02 18:38:54,2.6 mg,-29.2 mg,1050.6 mg
2022-04-02 18:38:55,36.5 mg,21.3 mg,1027.7 mg
2022-04-02 18:38:56,-2.9 mg,4.5 mg,1030.5 mg
2022-04-02 18:38:57,8.1 mg,26.7 mg,1009.0 mg
2022-04-02 18:38:58,13.0 mg,25.2 mg,1012.7 mg
2022-04-02 18:38:59,0.4 mg,30.8 mg,1033.0 mg
2022-04-02 18:39:00,15.2 mg,24.2 mg,972.3 mg
2022-04-02 18:39:01,20.5 mg,11.0 mg,1016.6 mg
2022-04-02 18:39:02,3.0 mg,1.9 mg,1039.7 mg
2022-04-02 18:39:03,23.0 mg,28.7 mg,975.7 mg
2022-04-02 18:39:04,44.3 mg,11.7 mg,1049.1 mg
2022-04-02 18:39:05,28.8 mg,-17.4 mg,1135.5 mg
2022-04-02 18:39:06,8.6 mg,32.7 mg,993.2 mg
2022-04-02 18:39:07,-4.0 mg,-8.0 mg,1073.8 mg
2022-04-02 18:39:08,6.0 mg,38.0 mg,1038.1 mg
2022-04-02 18:39:09,0.2 mg,-40.8 mg,1006.6 mg
2022-04-02 18:39:10,10.1 mg,2.8 mg,1021.3 mg
2022-04-02 18:39:11,67.7 mg,35.1 mg,1068.4 mg
2022-04-02 18:39:12,60.9 mg,-20.5 mg,1019.8 mg
2022-04-02 18:39:13,-60.5 mg,18.5 mg,1072.2 mg
2022-04-02 18:39:14,18.6 mg,21.1 mg,972.5 mg
