sep=,
"Time","x_Acc","y_Acc","z_Acc"
2022-04-04 17:36:17,14.7 mg,25.6 mg,1025.0 mg
2022-04-04 17:36:18,21.7 mg,15.1 mg,1022.7 mg
2022-04-04 17:36:19,17.0 mg,17.1 mg,1022.6 mg
2022-04-04 17:36:20,15.0 mg,27.0 mg,1015.8 mg
2022-04-04 17:36:21,12.9 mg,43.4 mg,1025.1 mg
2022-04-04 17:36:22,17.6 mg,43.6 mg,1020.8 mg
2022-04-04 17:36:23,12.6 mg,49.4 mg,1023.7 mg
2022-04-04 17:36:24,22.4 mg,15.4 mg,1023.8 mg
2022-04-04 17:36:25,17.8 mg,14.9 mg,1023.4 mg
2022-04-04 17:36:26,19.5 mg,27.7 mg,1012.1 mg
2022-04-04 17:36:27,11.9 mg,28.9 mg,1010.2 mg
2022-04-04 17:36:28,19.0 mg,19.0 mg,1015.3 mg
2022-04-04 17:36:29,15.7 mg,26.8 mg,1032.5 mg
2022-04-04 17:36:30,21.2 mg,8.8 mg,1025.3 mg
2022-04-04 17:36:31,9.3 mg,47.6 mg,1008.9 mg
2022-04-04 17:36:32,32.5 mg,10.6 mg,1030.7 mg
2022-04-04 17:36:33,2.3 mg,38.0 mg,1023.1 mg
2022-04-04 17:36:34,31.7 mg,22.0 mg,1020.2 mg
2022-04-04 17:36:35,9.9 mg,40.1 mg,1021.5 mg
2022-04-04 17:36:36,36.8 mg,36.1 mg,1017.8 mg
2022-04-04 17:36:37,5.2 mg,10.0 mg,1048.2 mg
2022-04-04 17:36:38,29.1 mg,58.6 mg,989.9 mg
2022-04-04 17:36:39,17.9 mg,-4.1 mg,1048.1 mg
2022-04-04 17:36:40,-1.1 mg,21.4 mg,1038.9 mg
2022-04-04 17:36:41,-0.2 mg,59.3 mg,995.2 mg
2022-04-04 17:36:42,15.4 mg,66.8 mg,982.6 mg
2022-04-04 17:36:43,37.0 mg,59.3 mg,990.0 mg
2022-04-04 17:36:44,39.0 mg,43.9 mg,1015.3 mg
2022-04-04 17:36:45,39.9 mg,39.3 mg,1018.5 mg
2022-04-04 17:36:46,30.1 mg,9.9 mg,1044.8 mg
2022-04-04 17:36:47,4.6 mg,-28.2 mg,1067.7 mg
2022-04-04 17:36:48,-2.5 mg,-17.6 mg,1063.5 mg
2022-04-04 17:36:49,-4.9 mg,18.0 mg,1040.1 mg
2022-04-04 17:36:50,-5.2 mg,-12.6 mg,1063.8 mg
2022-04-04 17:36:51,23.2 mg,-35.3 mg,1075.9 mg
2022-04-04 17:36:52,34.7 mg,13.9 mg,1031.2 mg
2022-04-04 17:36:53,33.1 mg,73.6 mg,975.6 mg
2022-04-04 17:36:54,1.8 mg,59.9 mg,1000.9 mg
2022-04-04 17:36:55,7.2 mg,-27.5 mg,1067.6 mg
2022-04-04 17:36:56,33.1 mg,69.2 mg,982.7 mg
2022-04-04 17:36:57,2.1 mg,9.3 mg,1040.8 mg
2022-04-04 17:36:58,29.6 mg,20.3 mg,1031.5 mg
2022-04-04 17:36:59,21.5 mg,56.8 mg,987.4 mg
2022-04-04 17:37:00,12.8 mg,-20.9 mg,1060.6 mg
2022-04-04 17:37:01,26.7 mg,57.4 mg,994.1 mg
2022-04-04 17:37:02,6.3 mg,11.3 mg,1032.4 mg
2022-04-04 17:37:03,33.2 mg,44.0 mg,1001.0 mg
2022-04-04 17:37:04,9.7 mg,4.4 mg,1045.1 mg
2022-04-04 17:37:05,11.7 mg,40.9 mg,1005.5 mg
2022-04-04 17:37:06,25.9 mg,42.3 mg,999.3 mg
2022-04-04 17:37:07,14.8 mg,-7.3 mg,1053.0 mg
2022-04-04 17:37:08,8.0 mg,37.3 mg,1008.8 mg
2022-04-04 17:37:09,20.9 mg,33.9 mg,1011.6 mg
2022-04-04 17:37:10,19.1 mg,39.9 mg,1008.0 mg
2022-04-04 17:37:11,18.1 mg,9.0 mg,1032.5 mg
2022-04-04 17:37:12,17.6 mg,15.7 mg,1030.6 mg
2022-04-04 17:37:13,16.9 mg,29.9 mg,1018.3 mg
2022-04-04 17:37:14,6.6 mg,42.7 mg,1011.6 mg
2022-04-04 17:37:15,16.8 mg,1.1 mg,1045.1 mg
2022-04-04 17:37:16,20.2 mg,16.8 mg,1020.8 mg
2022-04-04 17:37:17,8.2 mg,26.6 mg,1023.5 mg
2022-04-04 17:37:18,23.0 mg,13.6 mg,1030.2 mg
2022-04-04 17:37:19,24.8 mg,45.8 mg,1003.1 mg
2022-04-04 17:37:20,9.4 mg,32.3 mg,1016.9 mg
2022-04-04 17:37:21,19.7 mg,7.2 mg,1037.3 mg
2022-04-04 17:37:22,5.1 mg,27.8 mg,1018.4 mg
2022-04-04 17:37:23,27.0 mg,19.7 mg,1018.8 mg
2022-04-04 17:37:24,0.1 mg,23.9 mg,1027.2 mg
2022-04-04 17:37:25,33.5 mg,29.8 mg,1016.2 mg
2022-04-04 17:37:26,-12.6 mg,6.5 mg,1048.1 mg
2022-04-04 17:37:27,32.9 mg,71.1 mg,976.5 mg
2022-04-04 17:37:28,30.3 mg,7.9 mg,1030.4 mg
2022-04-04 17:37:29,19.9 mg,-9.1 mg,1059.5 mg
2022-04-04 17:37:30,-12.6 mg,34.3 mg,1019.9 mg
2022-04-04 17:37:31,18.4 mg,81.4 mg,971.5 mg
2022-04-04 17:37:32,27.8 mg,49.5 mg,996.7 mg
2022-04-04 17:37:33,41.0 mg,43.3 mg,1002.4 mg
2022-04-04 17:37:34,36.2 mg,-14.9 mg,1054.2 mg
2022-04-04 17:37:35,24.7 mg,-12.0 mg,1051.6 mg
2022-04-04 17:37:36,19.7 mg,-20.8 mg,1059.4 mg
2022-04-04 17:37:37,16.1 mg,-32.8 mg,1066.2 mg
2022-04-04 17:37:38,8.7 mg,-33.2 mg,1075.4 mg
2022-04-04 17:37:39,25.0 mg,-20.6 mg,1054.9 mg
2022-04-04 17:37:40,40.3 mg,27.0 mg,1021.6 mg
2022-04-04 17:37:41,38.9 mg,67.7 mg,982.6 mg
2022-04-04 17:37:42,-0.2 mg,46.7 mg,999.2 mg
2022-04-04 17:37:43,28.1 mg,-7.6 mg,1048.1 mg
2022-04-04 17:37:44,28.5 mg,75.0 mg,973.9 mg
2022-04-04 17:37:45,-5.7 mg,2.3 mg,1049.1 mg
2022-04-04 17:37:46,35.3 mg,26.4 mg,1023.4 mg
2022-04-04 17:37:47,8.1 mg,47.8 mg,998.2 mg
2022-04-04 17:37:48,15.0 mg,-9.5 mg,1055.7 mg
2022-04-04 17:37:49,7.9 mg,60.7 mg,994.4 mg
2022-04-04 17:37:50,27.2 mg,7.8 mg,1032.6 mg
2022-04-04 17:37:51,8.3 mg,8.8 mg,1041.5 mg
2022-04-04 17:37:52,16.3 mg,49.8 mg,1001.1 mg
2022-04-04 17:37:53,20.9 mg,27.9 mg,1023.4 mg
2022-04-04 17:37:54,18.7 mg,15.6 mg,1025.5 mg
2022-04-04 17:37:55,10.9 mg,7.2 mg,1038.1 mg
2022-04-04 17:37:56,9.8 mg,21.8 mg,1027.7 mg
2022-04-04 17:37:57,16.5 mg,68.1 mg,993.5 mg
2022-04-04 17:37:58,22.3 mg,13.8 mg,1027.0 mg
2022-04-04 17:37:59,11.2 mg,22.2 mg,1029.3 mg
2022-04-04 17:38:00,20.7 mg,36.5 mg,1015.6 mg
2022-04-04 17:38:01,18.7 mg,22.2 mg,1022.5 mg
2022-04-04 17:38:02,10.9 mg,16.3 mg,1029.6 mg
2022-04-04 17:38:03,16.3 mg,19.7 mg,1027.8 mg
2022-04-04 17:38:04,17.1 mg,41.0 mg,1010.0 mg
2022-04-04 17:38:05,15.3 mg,21.9 mg,1019.9 mg
2022-04-04 17:38:06,15.8 mg,23.3 mg,1025.8 mg
2022-04-04 17:38:07,10.4 mg,37.3 mg,1012.6 mg
2022-04-04 17:38:08,5.9 mg,14.3 mg,1032.1 mg
2022-04-04 17:38:09,20.7 mg,18.0 mg,1024.9 mg
2022-04-04 17:38:10,16.5 mg,39.7 mg,1015.9 mg
2022-04-04 17:38:11,10.3 mg,3.4 mg,1042.5 mg
2022-04-04 17:38:12,21.5 mg,23.4 mg,1021.2 mg
2022-04-04 17:38:13,12.5 mg,31.8 mg,1018.2 mg
2022-04-04 17:38:14,14.6 mg,10.6 mg,1033.5 mg
2022-04-04 17:38:15,17.1 mg,46.9 mg,1007.2 mg
2022-04-04 17:38:16,4.1 mg,3.8 mg,1040.5 mg
2022-04-04 17:38:17,19.8 mg,31.6 mg,1012.3 mg
2022-04-04 17:38:18,17.8 mg,15.5 mg,1030.4 mg
2022-04-04 17:38:19,12.2 mg,21.3 mg,1026.3 mg
2022-04-04 17:38:20,25.5 mg,41.4 mg,1012.4 mg
2022-04-04 17:38:21,12.3 mg,4.5 mg,1042.8 mg
2022-04-04 17:38:22,11.7 mg,19.9 mg,1030.4 mg
2022-04-04 17:38:23,16.9 mg,13.9 mg,1030.0 mg
2022-04-04 17:38:24,21.8 mg,33.1 mg,1018.4 mg
2022-04-04 17:38:25,22.4 mg,21.5 mg,1025.2 mg
2022-04-04 17:38:26,22.2 mg,49.2 mg,1001.7 mg
2022-04-04 17:38:27,12.9 mg,22.1 mg,1025.3 mg
2022-04-04 17:38:28,18.0 mg,7.1 mg,1038.1 mg
2022-04-04 17:38:29,21.1 mg,39.0 mg,1011.4 mg
2022-04-04 17:38:30,12.3 mg,20.3 mg,1023.5 mg
2022-04-04 17:38:31,14.1 mg,4.8 mg,1038.2 mg
2022-04-04 17:38:32,14.2 mg,36.0 mg,1011.0 mg
2022-04-04 17:38:33,14.2 mg,23.2 mg,1027.6 mg
2022-04-04 17:38:34,21.1 mg,22.4 mg,1022.9 mg
2022-04-04 17:38:35,19.1 mg,37.1 mg,1016.4 mg
2022-04-04 17:38:36,11.9 mg,4.7 mg,1042.2 mg
2022-04-04 17:38:37,21.2 mg,34.4 mg,1013.5 mg
2022-04-04 17:38:38,16.5 mg,15.4 mg,1030.6 mg
2022-04-04 17:38:39,17.8 mg,42.8 mg,1009.2 mg
2022-04-04 17:38:40,13.1 mg,24.7 mg,1021.9 mg
2022-04-04 17:38:41,16.5 mg,16.0 mg,1031.7 mg
2022-04-04 17:38:42,18.3 mg,25.9 mg,1022.2 mg
2022-04-04 17:38:43,16.4 mg,13.7 mg,1031.7 mg
2022-04-04 17:38:44,21.5 mg,31.8 mg,1013.2 mg
2022-04-04 17:38:45,14.4 mg,29.4 mg,1015.8 mg
2022-04-04 17:38:46,16.3 mg,10.2 mg,1031.9 mg
2022-04-04 17:38:47,17.7 mg,20.5 mg,1028.7 mg
2022-04-04 17:38:48,18.0 mg,40.0 mg,1006.1 mg
2022-04-04 17:38:49,10.3 mg,20.0 mg,1027.9 mg
2022-04-04 17:38:50,19.7 mg,24.6 mg,1024.9 mg
2022-04-04 17:38:51,18.7 mg,19.5 mg,1031.2 mg
2022-04-04 17:38:52,17.5 mg,35.8 mg,1013.7 mg
2022-04-04 17:38:53,12.6 mg,20.5 mg,1025.0 mg
2022-04-04 17:38:54,15.7 mg,12.2 mg,1033.4 mg
2022-04-04 17:38:55,20.0 mg,59.6 mg,993.8 mg
2022-04-04 17:38:56,18.9 mg,15.3 mg,1029.2 mg
2022-04-04 17:38:57,18.9 mg,23.2 mg,1027.5 mg
2022-04-04 17:38:58,12.2 mg,19.1 mg,1024.5 mg
2022-04-04 17:38:59,22.3 mg,36.8 mg,1015.8 mg
2022-04-04 17:39:00,12.6 mg,6.5 mg,1033.3 mg
2022-04-04 17:39:01,20.0 mg,38.8 mg,1013.7 mg
2022-04-04 17:39:02,16.4 mg,25.7 mg,1019.6 mg
2022-04-04 17:39:03,16.1 mg,24.0 mg,1024.8 mg
2022-04-04 17:39:04,13.9 mg,31.9 mg,1013.9 mg
2022-04-04 17:39:05,14.6 mg,-5.5 mg,1044.4 mg
2022-04-04 17:39:06,19.8 mg,17.6 mg,1031.8 mg
2022-04-04 17:39:07,12.5 mg,23.6 mg,1013.0 mg
2022-04-04 17:39:08,17.1 mg,24.5 mg,1022.7 mg
2022-04-04 17:39:09,17.6 mg,35.8 mg,1020.0 mg
2022-04-04 17:39:10,13.7 mg,44.5 mg,1001.3 mg
2022-04-04 17:39:11,13.3 mg,41.8 mg,1008.4 mg
2022-04-04 17:39:12,19.0 mg,27.2 mg,1030.1 mg
2022-04-04 17:39:13,19.0 mg,27.6 mg,1018.0 mg
2022-04-04 17:39:14,11.4 mg,1.2 mg,1033.4 mg
2022-04-04 17:39:15,24.3 mg,34.4 mg,1019.3 mg
2022-04-04 17:39:16,18.2 mg,37.3 mg,1012.8 mg
2022-04-04 17:39:17,10.8 mg,13.3 mg,1022.5 mg
2022-04-04 17:39:18,19.4 mg,35.4 mg,1014.2 mg
2022-04-04 17:39:19,14.8 mg,28.5 mg,1016.6 mg
2022-04-04 17:39:20,22.1 mg,28.7 mg,1022.7 mg
2022-04-04 17:39:21,19.1 mg,20.6 mg,1027.9 mg
2022-04-04 17:39:22,18.0 mg,37.7 mg,1006.8 mg
2022-04-04 17:39:23,21.1 mg,29.1 mg,1024.1 mg
2022-04-04 17:39:24,19.3 mg,6.4 mg,1037.8 mg
2022-04-04 17:39:25,15.6 mg,26.6 mg,1017.7 mg
2022-04-04 17:39:26,18.0 mg,50.8 mg,1014.8 mg
2022-04-04 17:39:27,15.4 mg,37.1 mg,1012.6 mg
2022-04-04 17:39:28,16.0 mg,31.8 mg,1020.6 mg
2022-04-04 17:39:29,18.8 mg,32.0 mg,1019.3 mg
2022-04-04 17:39:30,19.9 mg,29.9 mg,1022.6 mg
2022-04-04 17:39:31,18.7 mg,15.8 mg,1027.3 mg
2022-04-04 17:39:32,12.0 mg,32.1 mg,1016.9 mg
2022-04-04 17:39:33,19.9 mg,27.6 mg,1026.8 mg
2022-04-04 17:39:34,21.8 mg,25.7 mg,1017.4 mg
2022-04-04 17:39:35,17.4 mg,21.4 mg,1018.2 mg
2022-04-04 17:39:36,22.3 mg,24.9 mg,1029.0 mg
2022-04-04 17:39:37,19.2 mg,36.3 mg,1010.0 mg
2022-04-04 17:39:38,15.6 mg,13.5 mg,1032.8 mg
2022-04-04 17:39:39,22.5 mg,17.4 mg,1030.9 mg
2022-04-04 17:39:40,20.2 mg,36.1 mg,1016.8 mg
2022-04-04 17:39:41,16.8 mg,17.1 mg,1019.1 mg
2022-04-04 17:39:42,20.3 mg,37.9 mg,1021.0 mg
2022-04-04 17:39:43,14.0 mg,5.0 mg,1020.1 mg
2022-04-04 17:39:44,16.3 mg,27.1 mg,1017.6 mg
2022-04-04 17:39:45,16.6 mg,16.1 mg,1017.4 mg
2022-04-04 17:39:46,16.1 mg,23.4 mg,1012.9 mg
2022-04-04 17:39:47,22.8 mg,32.0 mg,1027.2 mg
2022-04-04 17:39:48,20.1 mg,34.9 mg,1017.6 mg
2022-04-04 17:39:49,15.5 mg,19.7 mg,1021.7 mg
2022-04-04 17:39:50,17.1 mg,7.5 mg,1034.2 mg
2022-04-04 17:39:51,19.5 mg,48.4 mg,1010.6 mg
2022-04-04 17:39:52,17.9 mg,8.7 mg,1040.6 mg
2022-04-04 17:39:53,21.4 mg,28.0 mg,1017.0 mg
2022-04-04 17:39:54,17.6 mg,19.9 mg,1025.7 mg
2022-04-04 17:39:55,16.7 mg,32.7 mg,1013.2 mg
2022-04-04 17:39:56,17.4 mg,-1.1 mg,1035.9 mg
2022-04-04 17:39:57,23.5 mg,35.8 mg,1019.3 mg
2022-04-04 17:39:58,16.4 mg,21.3 mg,1017.5 mg
2022-04-04 17:39:59,18.9 mg,3.1 mg,1037.2 mg
2022-04-04 17:40:00,20.9 mg,28.2 mg,1017.5 mg
2022-04-04 17:40:01,19.8 mg,19.4 mg,1024.3 mg
2022-04-04 17:40:02,17.6 mg,43.2 mg,1010.6 mg
2022-04-04 17:40:03,17.8 mg,11.3 mg,1026.8 mg
2022-04-04 17:40:04,20.8 mg,10.4 mg,1032.1 mg
2022-04-04 17:40:05,19.0 mg,32.6 mg,1018.6 mg
2022-04-04 17:40:06,17.1 mg,16.7 mg,1026.8 mg
2022-04-04 17:40:07,17.8 mg,19.7 mg,1022.0 mg
2022-04-04 17:40:08,21.4 mg,33.9 mg,1015.7 mg
2022-04-04 17:40:09,20.0 mg,24.9 mg,1018.7 mg
2022-04-04 17:40:10,18.9 mg,23.3 mg,1026.9 mg
2022-04-04 17:40:11,18.1 mg,32.8 mg,1014.8 mg
2022-04-04 17:40:12,18.2 mg,15.0 mg,1030.3 mg
2022-04-04 17:40:13,16.7 mg,36.1 mg,1020.1 mg
2022-04-04 17:40:14,19.1 mg,13.7 mg,1028.3 mg
2022-04-04 17:40:15,17.6 mg,19.0 mg,1027.2 mg
2022-04-04 17:40:16,21.4 mg,36.2 mg,1012.1 mg
2022-04-04 17:40:17,23.1 mg,15.2 mg,1030.5 mg
2022-04-04 17:40:18,18.8 mg,1.4 mg,1038.0 mg
2022-04-04 17:40:19,20.4 mg,44.0 mg,1007.1 mg
2022-04-04 17:40:20,22.0 mg,11.9 mg,1031.8 mg
2022-04-04 17:40:21,17.9 mg,11.1 mg,1030.6 mg
2022-04-04 17:40:22,18.7 mg,48.2 mg,1007.2 mg
2022-04-04 17:40:23,19.5 mg,29.5 mg,1013.7 mg
2022-04-04 17:40:24,18.9 mg,42.3 mg,1017.7 mg
2022-04-04 17:40:25,18.8 mg,15.2 mg,1029.8 mg
2022-04-04 17:40:26,19.3 mg,45.0 mg,1006.8 mg
2022-04-04 17:40:27,21.6 mg,20.3 mg,1029.6 mg
2022-04-04 17:40:28,17.7 mg,34.2 mg,1017.0 mg
2022-04-04 17:40:29,16.3 mg,26.2 mg,1021.1 mg
2022-04-04 17:40:30,20.0 mg,16.3 mg,1027.9 mg
2022-04-04 17:40:31,21.2 mg,29.1 mg,1019.8 mg
2022-04-04 17:40:32,18.6 mg,37.3 mg,1014.5 mg
2022-04-04 17:40:33,14.4 mg,-3.2 mg,1038.7 mg
2022-04-04 17:40:34,18.3 mg,32.6 mg,1020.9 mg
2022-04-04 17:40:35,22.5 mg,26.6 mg,1025.5 mg
2022-04-04 17:40:36,19.5 mg,38.3 mg,1013.8 mg
2022-04-04 17:40:37,19.9 mg,26.7 mg,1025.3 mg
2022-04-04 17:40:38,17.8 mg,6.2 mg,1032.2 mg
2022-04-04 17:40:39,21.5 mg,28.6 mg,1016.6 mg
2022-04-04 17:40:40,18.2 mg,15.3 mg,1029.3 mg
2022-04-04 17:40:41,19.3 mg,23.3 mg,1025.5 mg
2022-04-04 17:40:42,20.5 mg,21.5 mg,1025.7 mg
2022-04-04 17:40:43,17.5 mg,30.4 mg,1016.4 mg
2022-04-04 17:40:44,18.1 mg,25.8 mg,1022.7 mg
2022-04-04 17:40:45,20.0 mg,36.1 mg,1019.6 mg
2022-04-04 17:40:46,19.0 mg,34.8 mg,1014.4 mg
2022-04-04 17:40:47,20.3 mg,30.9 mg,1021.1 mg
2022-04-04 17:40:48,17.1 mg,-19.2 mg,1046.7 mg
2022-04-04 17:40:49,16.6 mg,64.4 mg,998.8 mg
2022-04-04 17:40:50,18.6 mg,11.3 mg,1030.5 mg
2022-04-04 17:40:51,13.9 mg,42.7 mg,1009.1 mg
2022-04-04 17:40:52,21.1 mg,-21.7 mg,1049.5 mg
2022-04-04 17:40:53,14.4 mg,71.6 mg,991.4 mg
2022-04-04 17:40:54,19.9 mg,-17.0 mg,1045.4 mg
2022-04-04 17:40:55,14.5 mg,72.4 mg,993.4 mg
2022-04-04 17:40:56,22.2 mg,-31.3 mg,1053.9 mg
2022-04-04 17:40:57,20.9 mg,35.9 mg,1019.5 mg
2022-04-04 17:40:58,19.2 mg,75.7 mg,996.9 mg
2022-04-04 17:40:59,21.9 mg,-17.8 mg,1044.5 mg
2022-04-04 17:41:00,23.0 mg,-42.5 mg,1069.7 mg
2022-04-04 17:41:01,23.0 mg,29.6 mg,1024.8 mg
2022-04-04 17:41:02,17.4 mg,89.4 mg,987.5 mg
2022-04-04 17:41:03,18.0 mg,73.5 mg,997.8 mg
2022-04-04 17:41:04,20.7 mg,66.1 mg,999.0 mg
2022-04-04 17:41:05,21.9 mg,-5.4 mg,1043.1 mg
2022-04-04 17:41:06,21.7 mg,-21.5 mg,1052.6 mg
2022-04-04 17:41:07,18.4 mg,-24.6 mg,1050.2 mg
2022-04-04 17:41:08,17.3 mg,59.8 mg,999.5 mg
2022-04-04 17:41:09,10.4 mg,94.9 mg,971.4 mg
2022-04-04 17:41:10,18.0 mg,57.4 mg,1007.7 mg
2022-04-04 17:41:11,22.0 mg,-15.1 mg,1053.9 mg
2022-04-04 17:41:12,20.3 mg,-0.8 mg,1034.1 mg
2022-04-04 17:41:13,10.7 mg,86.0 mg,984.5 mg
2022-04-04 17:41:14,21.6 mg,14.6 mg,1032.5 mg
2022-04-04 17:41:15,22.6 mg,-9.3 mg,1041.4 mg
2022-04-04 17:41:16,16.9 mg,60.5 mg,1004.5 mg
2022-04-04 17:41:17,21.9 mg,-14.3 mg,1049.4 mg
2022-04-04 17:41:18,16.3 mg,64.3 mg,1001.3 mg
2022-04-04 17:41:19,22.2 mg,-17.9 mg,1046.0 mg
2022-04-04 17:41:20,17.5 mg,73.5 mg,995.6 mg
2022-04-04 17:41:21,20.2 mg,-14.8 mg,1043.6 mg
2022-04-04 17:41:22,19.0 mg,51.6 mg,1007.4 mg
2022-04-04 17:41:23,15.1 mg,34.3 mg,1016.7 mg
2022-04-04 17:41:24,22.6 mg,-9.0 mg,1044.6 mg
2022-04-04 17:41:25,17.8 mg,29.6 mg,1015.9 mg
2022-04-04 17:41:26,13.5 mg,65.5 mg,993.0 mg
2022-04-04 17:41:27,21.4 mg,18.7 mg,1029.6 mg
2022-04-04 17:41:28,19.8 mg,-3.9 mg,1039.6 mg
2022-04-04 17:41:29,17.7 mg,46.9 mg,1006.6 mg
2022-04-04 17:41:30,24.0 mg,-8.5 mg,1049.6 mg
2022-04-04 17:41:31,15.5 mg,59.2 mg,1002.0 mg
2022-04-04 17:41:32,22.3 mg,-16.3 mg,1048.9 mg
2022-04-04 17:41:33,20.3 mg,65.1 mg,1000.4 mg
2022-04-04 17:41:34,15.7 mg,40.6 mg,1010.8 mg
2022-04-04 17:41:35,28.4 mg,-48.8 mg,1068.1 mg
2022-04-04 17:41:36,24.0 mg,5.6 mg,1043.6 mg
2022-04-04 17:41:37,17.0 mg,79.1 mg,991.8 mg
2022-04-04 17:41:38,12.3 mg,56.0 mg,1001.7 mg
2022-04-04 17:41:39,23.3 mg,-24.9 mg,1055.0 mg
2022-04-04 17:41:40,19.0 mg,33.3 mg,1019.4 mg
2022-04-04 17:41:41,22.3 mg,47.9 mg,1018.0 mg
2022-04-04 17:41:42,16.1 mg,25.3 mg,1023.7 mg
2022-04-04 17:41:43,16.5 mg,19.4 mg,1024.9 mg
2022-04-04 17:41:44,21.1 mg,-11.1 mg,1045.9 mg
2022-04-04 17:41:45,15.7 mg,64.8 mg,996.2 mg
2022-04-04 17:41:46,24.5 mg,-35.2 mg,1060.4 mg
2022-04-04 17:41:47,15.5 mg,56.7 mg,1008.9 mg
2022-04-04 17:41:48,19.4 mg,49.3 mg,1016.9 mg
2022-04-04 17:41:49,24.8 mg,5.5 mg,1045.9 mg
2022-04-04 17:41:50,22.8 mg,-32.4 mg,1049.9 mg
2022-04-04 17:41:51,16.1 mg,64.2 mg,999.2 mg
2022-04-04 17:41:52,20.3 mg,0.6 mg,1037.3 mg
2022-04-04 17:41:53,16.2 mg,65.7 mg,1000.2 mg
2022-04-04 17:41:54,18.3 mg,22.4 mg,1021.3 mg
2022-04-04 17:41:55,19.9 mg,29.9 mg,1019.1 mg
2022-04-04 17:41:56,18.8 mg,14.0 mg,1027.4 mg
2022-04-04 17:41:57,18.5 mg,34.3 mg,1023.0 mg
2022-04-04 17:41:58,18.5 mg,25.9 mg,1023.9 mg
2022-04-04 17:41:59,16.8 mg,30.1 mg,1018.6 mg
2022-04-04 17:42:00,21.0 mg,2.3 mg,1038.1 mg
2022-04-04 17:42:01,19.6 mg,14.9 mg,1025.6 mg
2022-04-04 17:42:02,16.2 mg,46.3 mg,1008.6 mg
2022-04-04 17:42:03,20.4 mg,20.5 mg,1028.6 mg
2022-04-04 17:42:04,17.3 mg,38.2 mg,1014.6 mg
2022-04-04 17:42:05,23.8 mg,23.3 mg,1028.4 mg
2022-04-04 17:42:06,18.0 mg,36.3 mg,1014.4 mg
2022-04-04 17:42:07,21.9 mg,14.3 mg,1031.1 mg
2022-04-04 17:42:08,20.4 mg,17.0 mg,1027.7 mg
2022-04-04 17:42:09,17.6 mg,26.1 mg,1019.4 mg
2022-04-04 17:42:10,25.5 mg,9.0 mg,1034.9 mg
2022-04-04 17:42:11,18.6 mg,32.1 mg,1018.4 mg
2022-04-04 17:42:12,15.7 mg,18.7 mg,1020.6 mg
2022-04-04 17:42:13,22.9 mg,21.9 mg,1026.5 mg
2022-04-04 17:42:14,21.3 mg,28.4 mg,1027.2 mg
2022-04-04 17:42:15,17.5 mg,15.0 mg,1026.2 mg
2022-04-04 17:42:16,18.4 mg,30.7 mg,1023.0 mg
2022-04-04 17:42:17,19.8 mg,22.5 mg,1022.4 mg
2022-04-04 17:42:18,20.3 mg,26.4 mg,1023.3 mg
2022-04-04 17:42:19,19.0 mg,14.4 mg,1027.2 mg
2022-04-04 17:42:20,16.7 mg,42.1 mg,1013.4 mg
2022-04-04 17:42:21,15.7 mg,21.2 mg,1022.4 mg
2022-04-04 17:42:22,16.7 mg,34.9 mg,1016.8 mg
2022-04-04 17:42:23,18.6 mg,28.9 mg,1022.7 mg
2022-04-04 17:42:24,17.9 mg,24.2 mg,1023.7 mg
2022-04-04 17:42:25,17.8 mg,28.8 mg,1017.4 mg
2022-04-04 17:42:26,19.7 mg,15.7 mg,1030.7 mg
2022-04-04 17:42:27,18.8 mg,32.1 mg,1018.6 mg
2022-04-04 17:42:28,19.3 mg,33.7 mg,1020.2 mg
2022-04-04 17:42:29,17.4 mg,25.5 mg,1020.8 mg
2022-04-04 17:42:30,12.8 mg,52.4 mg,1005.4 mg
2022-04-04 17:42:31,20.1 mg,26.1 mg,1021.6 mg
2022-04-04 17:42:32,21.8 mg,18.8 mg,1029.0 mg
2022-04-04 17:42:33,19.8 mg,37.1 mg,1014.7 mg
2022-04-04 17:42:34,19.3 mg,21.6 mg,1027.7 mg
2022-04-04 17:42:35,18.5 mg,25.0 mg,1023.0 mg
2022-04-04 17:42:36,19.6 mg,23.2 mg,1025.1 mg
2022-04-04 17:42:37,15.7 mg,41.5 mg,1014.6 mg
2022-04-04 17:42:38,22.0 mg,17.5 mg,1025.7 mg
2022-04-04 17:42:39,19.4 mg,39.0 mg,1013.1 mg
2022-04-04 17:42:40,22.4 mg,25.9 mg,1023.3 mg
2022-04-04 17:42:41,20.2 mg,27.3 mg,1023.6 mg
2022-04-04 17:42:42,20.6 mg,24.2 mg,1022.8 mg
2022-04-04 17:42:43,17.1 mg,24.5 mg,1021.9 mg
2022-04-04 17:42:44,21.6 mg,22.7 mg,1027.7 mg
2022-04-04 17:42:45,19.2 mg,31.7 mg,1019.4 mg
2022-04-04 17:42:46,17.2 mg,26.2 mg,1022.7 mg
2022-04-04 17:42:47,14.8 mg,23.2 mg,1020.9 mg
2022-04-04 17:42:48,17.5 mg,24.7 mg,1018.2 mg
2022-04-04 17:42:49,19.1 mg,40.7 mg,1016.8 mg
2022-04-04 17:42:50,19.5 mg,20.7 mg,1022.7 mg
2022-04-04 17:42:51,18.7 mg,26.0 mg,1023.6 mg
2022-04-04 17:42:52,19.6 mg,31.2 mg,1020.7 mg
2022-04-04 17:42:53,14.7 mg,23.3 mg,1019.5 mg
2022-04-04 17:42:54,17.9 mg,23.0 mg,1020.1 mg
